Month,province,hotspot_count,NDVI,NDMI
2024-06,Chiang Mai,6.0,0.31856440730894253,0.21568857329713878
2024-06,Mae Hong Son,0.0,0.28014333096128674,0.22695631607106037
2024-06,Nan,27.0,0.3510270742959453,0.22233447889115346
2024-06,Uttaradit,12.0,0.4724196857610443,0.23652541307151578
2024-07,Chiang Mai,0.0,0.26146593794404666,0.24265122022446126
2024-07,Mae Hong Son,0.0,0.22377077283865485,0.2602146427593555
2024-07,Nan,0.0,0.2536769025094239,0.2125828823889029
2024-07,Uttaradit,0.0,0.26777358476112845,0.2286270178290125
2024-08,Chiang Mai,9.0,0.40468610446052716,0.2213685099776432
2024-08,Mae Hong Son,0.0,0.333677653824639,0.22030922552834797
2024-08,Nan,0.0,0.42595372269515624,0.25060186676695007
2024-08,Uttaradit,0.0,0.5130853891177883,0.2650360957193374
2024-09,Chiang Mai,0.0,0.4492639223782467,0.2377976498680573
2024-09,Mae Hong Son,0.0,0.39611857206283285,0.23652912321999245
2024-09,Nan,0.0,0.49099412536051856,0.2515740508875634
2024-09,Uttaradit,24.0,0.5265588577202185,0.26104178046071086
2024-10,Chiang Mai,13.0,0.7174563128574544,0.2569837355417545
2024-10,Mae Hong Son,0.0,0.7376583217432435,0.2816645378882801
2024-10,Nan,14.0,0.7759697491551558,0.28331802816406004
2024-10,Uttaradit,58.0,0.7551855957485103,0.276390496148523
2024-11,Chiang Mai,25.023529411764706,0.7248179017702301,0.2412207214302552
2024-11,Mae Hong Son,6.0,0.78361186645255,0.2838131270556456
2024-11,Nan,27.0,0.8046392715749342,0.26596079916288623
2024-11,Uttaradit,223.93333333333334,0.7244900326973875,0.2271812085653184
2024-12,Chiang Mai,139.33333333333334,0.7361353399821388,0.2335443690312209
2024-12,Mae Hong Son,9.658823529411764,0.7762055703149303,0.26704594513857255
2024-12,Nan,148.64313725490194,0.747715278310975,0.23919016133997026
2024-12,Uttaradit,231.03921568627453,0.639682951994653,0.1920215823355709
2025-01,Chiang Mai,46.31764705882353,0.705907959966645,0.19721368599765762
2025-01,Mae Hong Son,59.0078431372549,0.7507570651796044,0.23203875974386903
2025-01,Nan,797.3686274509803,0.7094760498969709,0.20239072946138575
2025-01,Uttaradit,362.513725490196,0.6052695127552377,0.15176102374695033
2025-02,Chiang Mai,348.0549019607843,0.6478537210532851,0.13849246803961912
2025-02,Mae Hong Son,55.69019607843137,0.678971774927676,0.1578778845419662
2025-02,Nan,530.1882352941176,0.6383863319986306,0.13440136890355292
2025-02,Uttaradit,565.9607843137255,0.5622224325648557,0.07267069692283298
2025-03,Chiang Mai,2829.5137254901956,0.6153040198125574,0.12323605119370587
2025-03,Mae Hong Son,5083.470588235291,0.6031639804045933,0.10702090513134012
2025-03,Nan,2262.8078431372546,0.6400118487576376,0.14912045873085655
2025-03,Uttaradit,1091.8509803921575,0.5675731773640301,0.0669295842795397
2025-04,Chiang Mai,998.6392156862745,0.6402741991385287,0.15918482577075627
2025-04,Mae Hong Son,2887.2745098039213,0.5901440912465145,0.13759707398914425
2025-04,Nan,464.2901960784314,0.6499220377270402,0.17610579344448146
2025-04,Uttaradit,106.69411764705885,0.5712724924301962,0.09913962619840601
2025-05,Chiang Mai,330.58823529411757,0.5542123863258822,0.22904747580693788
2025-05,Mae Hong Son,244.03529411764706,0.4780079386803697,0.21635096208418983
2025-05,Nan,320.0,0.5323503437732053,0.23614375789490583
2025-05,Uttaradit,8.0,0.5262179032362949,0.22526028270223628
2025-06,Chiang Mai,0.0,0.3681794551993083,0.2144388589115646
2025-06,Mae Hong Son,0.0,0.28211302863524146,0.19820037621067133
2025-06,Nan,24.0,0.3489850352610682,0.23171355070743782
2025-06,Uttaradit,8.0,0.4180779368140097,0.24349536987983525
2025-07,Chiang Mai,0.0,0.2897952966085978,0.21161076602966683
